team_name,league,latitude,longitude,altitude,country,city,stadium,status,coord_source
Dundee,SC0,56.462,-2.9707,0.0,Scotland,Dundee,Unknown,success,city_manual
Dundee United,SC0,56.462,-2.9707,0.0,Scotland,Dundee,Unknown,success,city_manual
Dunfermline,SC0,56.0717,-3.4393,0.0,Scotland,Dunfermline,Unknown,success,city_manual
Falkirk,SC0,56.0019,-3.7839,0.0,Scotland,Falkirk,Unknown,success,city_manual
Hamilton,SC0,55.7774,-4.0547,0.0,Scotland,Hamilton,Unknown,success,city_manual
Hearts,SC0,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Hibernian,SC0,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Inverness C,SC0,57.4778,-4.2247,0.0,Scotland,Inverness,Unknown,success,city_manual
Kilmarnock,SC0,55.611,-4.4952,0.0,Scotland,Kilmarnock,Unknown,success,city_manual
Livingston,SC0,55.8864,-3.5226,0.0,Scotland,Livingston,Unknown,success,city_manual
Motherwell,SC0,55.789,-3.9919,0.0,Scotland,Motherwell,Unknown,success,city_manual
Partick,SC0,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Rangers,SC0,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Ross County,SC0,57.595,-4.427,0.0,Scotland,Dingwall,Unknown,success,city_manual
St Johnstone,SC0,56.3969,-3.437,0.0,Scotland,Perth,Unknown,success,city_manual
St Mirren,SC0,55.8473,-4.4277,0.0,Scotland,Paisley,Unknown,success,city_manual
Airdrie Utd,SC1,55.865,-3.98,0.0,Scotland,Airdrie,Unknown,success,city_manual
Alloa,SC1,56.115,-3.792,0.0,Scotland,Alloa,Unknown,success,city_manual
Arbroath,SC1,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown,success,city_manual
Ayr,SC1,55.458,-4.629,0.0,Scotland,Ayr,Unknown,success,city_manual
Brechin,SC1,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown,success,city_manual
Cove Rangers,SC1,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown,success,city_manual
Cowdenbeath,SC1,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown,success,city_manual
Dumbarton,SC1,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown,success,city_manual
Dundee,SC1,56.462,-2.9707,0.0,Scotland,Dundee,Unknown,success,city_manual
Dundee United,SC1,56.462,-2.9707,0.0,Scotland,Dundee,Unknown,success,city_manual
Dunfermline,SC1,56.0717,-3.4393,0.0,Scotland,Dunfermline,Unknown,success,city_manual
Falkirk,SC1,56.0019,-3.7839,0.0,Scotland,Falkirk,Unknown,success,city_manual
Hamilton,SC1,55.7774,-4.0547,0.0,Scotland,Hamilton,Unknown,success,city_manual
Hearts,SC1,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Hibernian,SC1,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Inverness C,SC1,57.4778,-4.2247,0.0,Scotland,Inverness,Unknown,success,city_manual
Kilmarnock,SC1,55.611,-4.4952,0.0,Scotland,Kilmarnock,Unknown,success,city_manual
Livingston,SC1,55.8864,-3.5226,0.0,Scotland,Livingston,Unknown,success,city_manual
Morton,SC1,55.9477,-4.763,0.0,Scotland,Greenock,Unknown,success,city_manual
Partick,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Queen of Sth,SC1,55.07,-3.605,0.0,Scotland,Dumfries,Unknown,success,city_manual
Queens Park,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Raith Rvs,SC1,56.1114,-3.159,0.0,Scotland,Kirkcaldy,Unknown,success,city_manual
Rangers,SC1,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Ross County,SC1,57.595,-4.427,0.0,Scotland,Dingwall,Unknown,success,city_manual
St Johnstone,SC1,56.3969,-3.437,0.0,Scotland,Perth,Unknown,success,city_manual
St Mirren,SC1,55.8473,-4.4277,0.0,Scotland,Paisley,Unknown,success,city_manual
Stirling,SC1,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown,success,city_manual
Airdrie Utd,SC2,55.865,-3.98,0.0,Scotland,Airdrie,Unknown,success,city_manual
Albion Rvs,SC2,55.862,-4.038,0.0,Scotland,Coatbridge,Unknown,success,city_manual
Alloa,SC2,56.115,-3.792,0.0,Scotland,Alloa,Unknown,success,city_manual
Annan Athletic,SC2,54.989,-3.258,0.0,Scotland,Annan,Unknown,success,city_manual
Arbroath,SC2,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown,success,city_manual
Ayr,SC2,55.458,-4.629,0.0,Scotland,Ayr,Unknown,success,city_manual
Brechin,SC2,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown,success,city_manual
Clyde,SC2,55.946,-3.99,0.0,Scotland,Cumbernauld,Unknown,success,city_manual
Cove Rangers,SC2,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown,success,city_manual
Cowdenbeath,SC2,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown,success,city_manual
Dumbarton,SC2,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown,success,city_manual
Dunfermline,SC2,56.0717,-3.4393,0.0,Scotland,Dunfermline,Unknown,success,city_manual
East Fife,SC2,56.185,-3.022,0.0,Scotland,Methil,Unknown,success,city_manual
Edinburgh City,SC2,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
FC Edinburgh,SC2,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Falkirk,SC2,56.0019,-3.7839,0.0,Scotland,Falkirk,Unknown,success,city_manual
Forfar,SC2,56.6438,-2.8903,0.0,Scotland,Forfar,Unknown,success,city_manual
Hamilton,SC2,55.7774,-4.0547,0.0,Scotland,Hamilton,Unknown,success,city_manual
Inverness C,SC2,57.4778,-4.2247,0.0,Scotland,Inverness,Unknown,success,city_manual
Kelty Hearts,SC2,56.133,-3.387,0.0,Scotland,Kelty,Unknown,success,city_manual
Livingston,SC2,55.8864,-3.5226,0.0,Scotland,Livingston,Unknown,success,city_manual
Montrose,SC2,56.712,-2.466,0.0,Scotland,Montrose,Unknown,success,city_manual
Morton,SC2,55.9477,-4.763,0.0,Scotland,Greenock,Unknown,success,city_manual
Partick,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Peterhead,SC2,57.505,-1.784,0.0,Scotland,Peterhead,Unknown,success,city_manual
Queen of Sth,SC2,55.07,-3.605,0.0,Scotland,Dumfries,Unknown,success,city_manual
Queens Park,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Raith Rvs,SC2,56.1114,-3.159,0.0,Scotland,Kirkcaldy,Unknown,success,city_manual
Rangers,SC2,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Stenhousemuir,SC2,56.026,-3.814,0.0,Scotland,Stenhousemuir,Unknown,success,city_manual
Stirling,SC2,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown,success,city_manual
Stranraer,SC2,54.9039,-5.026,0.0,Scotland,Stranraer,Unknown,success,city_manual
Albion Rvs,SC3,55.862,-4.038,0.0,Scotland,Coatbridge,Unknown,success,city_manual
Alloa,SC3,56.115,-3.792,0.0,Scotland,Alloa,Unknown,success,city_manual
Annan Athletic,SC3,54.989,-3.258,0.0,Scotland,Annan,Unknown,success,city_manual
Arbroath,SC3,56.5591,-2.587,0.0,Scotland,Arbroath,Unknown,success,city_manual
Berwick,SC3,55.769,-2.002,0.0,Scotland,Berwick-upon-Tweed,Unknown,success,city_manual
Bonnyrigg Rose,SC3,55.874,-3.105,0.0,Scotland,Bonnyrigg,Unknown,success,city_manual
Brechin,SC3,56.6438,-2.8903,0.0,Scotland,Brechin,Unknown,success,city_manual
Clyde,SC3,55.946,-3.99,0.0,Scotland,Cumbernauld,Unknown,success,city_manual
Cove Rangers,SC3,57.1497,-2.0943,0.0,Scotland,Aberdeen,Unknown,success,city_manual
Cowdenbeath,SC3,56.111,-3.343,0.0,Scotland,Cowdenbeath,Unknown,success,city_manual
Dumbarton,SC3,55.9469,-4.5706,0.0,Scotland,Dumbarton,Unknown,success,city_manual
East Fife,SC3,56.185,-3.022,0.0,Scotland,Methil,Unknown,success,city_manual
East Kilbride,SC3,55.764,-4.176,0.0,Scotland,East Kilbride,Unknown,success,city_manual
East Stirling,SC3,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown,success,city_manual
Edinburgh City,SC3,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Elgin,SC3,57.649,-3.318,0.0,Scotland,Elgin,Unknown,success,city_manual
Forfar,SC3,56.6438,-2.8903,0.0,Scotland,Forfar,Unknown,success,city_manual
Kelty Hearts,SC3,56.133,-3.387,0.0,Scotland,Kelty,Unknown,success,city_manual
Montrose,SC3,56.712,-2.466,0.0,Scotland,Montrose,Unknown,success,city_manual
Peterhead,SC3,57.505,-1.784,0.0,Scotland,Peterhead,Unknown,success,city_manual
Queens Park,SC3,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Rangers,SC3,55.8642,-4.2518,0.0,Scotland,Glasgow,Unknown,success,city_manual
Spartans,SC3,55.9533,-3.1883,0.0,Scotland,Edinburgh,Unknown,success,city_manual
Stenhousemuir,SC3,56.026,-3.814,0.0,Scotland,Stenhousemuir,Unknown,success,city_manual
Stirling,SC3,56.1165,-3.9369,0.0,Scotland,Stirling,Unknown,success,city_manual
Stranraer,SC3,54.9039,-5.026,0.0,Scotland,Stranraer,Unknown,success,city_manual
Alaves,SP1,42.8467,-2.6716,0.0,Spain,Vitoria-Gasteiz,Unknown,success,city_manual
Almeria,SP1,36.840067,-2.4354672,0.0,Spain,Almeria,Unknown,success,stadium_coordinates
Ath Bilbao,SP1,43.264205,-2.949369,0.0,Spain,Bilbao,Unknown,success,stadium_coordinates
Ath Madrid,SP1,40.401667,-3.720556,0.0,Spain,Madrid,Unknown,success,stadium_coordinates
Barcelona,SP1,41.3851,2.1734,0.0,Spain,Barcelona,Unknown,success,city_manual
Betis,SP1,37.3891,-5.9845,0.0,Spain,Seville,Unknown,success,city_manual
Cadiz,SP1,36.1630337,-5.4651325,0.0,Spain,Cadiz,Unknown,success,stadium_coordinates
Celta,SP1,42.2406,-8.7207,0.0,Spain,Vigo,Unknown,success,city_manual
Cordoba,SP1,37.8721206,-4.7635163,0.0,Spain,Cordoba,Unknown,success,stadium_coordinates
Eibar,SP1,43.1849,-2.4733,0.0,Spain,Eibar,Unknown,success,city_manual
Elche,SP1,38.2653307,-0.6988391,0.0,Spain,Elche,Unknown,success,stadium_coordinates
Espanol,SP1,41.3851,2.1734,0.0,Spain,Barcelona,Unknown,success,city_manual
Getafe,SP1,40.3070639,-3.7331808,0.0,Spain,Getafe,Unknown,success,stadium_coordinates
Girona,SP1,41.9794,2.8214,0.0,Spain,Girona,Unknown,success,city_manual
Granada,SP1,37.1773,-3.5986,0.0,Spain,Granada,Unknown,success,city_manual
Hercules,SP1,38.3452,-0.481,0.0,Spain,Alicante,Unknown,success,city_manual
Huesca,SP1,42.1318,-0.4089,0.0,Spain,Huesca,Unknown,success,city_manual
La Coruna,SP1,43.3623,-8.4115,0.0,Spain,A Coruna,Unknown,success,city_manual
Las Palmas,SP1,28.1235,-15.4363,0.0,Spain,Las Palmas,Unknown,success,city_manual
Leganes,SP1,40.3259427,-3.7586217,0.0,Spain,Leganes,Unknown,success,stadium_coordinates
Levante,SP1,39.4699,-0.3763,0.0,Spain,Valencia,Unknown,success,city_manual
Malaga,SP1,37.0171996,-4.5571607,0.0,Spain,Malaga,Unknown,success,stadium_coordinates
Mallorca,SP1,39.5696,2.6502,0.0,Spain,Palma,Unknown,success,city_manual
Osasuna,SP1,42.8125,-1.6458,0.0,Spain,Pamplona,Unknown,success,city_manual
Oviedo,SP1,43.3619,-5.8494,0.0,Spain,Oviedo,Unknown,success,city_manual
Real Madrid,SP1,40.401667,-3.720556,0.0,Spain,Madrid,Unknown,success,city_avg_from_existing
Santander,SP1,43.4623,-3.80998,0.0,Spain,Santander,Unknown,success,city_manual
Sevilla,SP1,37.4172353,-6.0046134,0.0,Spain,Sevilla,Unknown,success,stadium_coordinates
Sociedad,SP1,43.3183,-1.9812,0.0,Spain,San Sebastian,Unknown,success,city_manual
Sp Gijon,SP1,43.536111,-5.637222,0.0,Spain,Gijon,Unknown,success,stadium_coordinates
Valencia,SP1,39.4699,-0.3763,0.0,Spain,Valencia,Unknown,success,city_manual
Valladolid,SP1,41.6445801,-4.7612576,0.0,Spain,Valladolid,Unknown,success,stadium_coordinates
Vallecano,SP1,40.377486,-3.6107685,0.0,Spain,Vallecano,Unknown,success,stadium_coordinates
Villarreal,SP1,39.9383,-0.1009,0.0,Spain,Villarreal,Unknown,success,city_manual
Zaragoza,SP1,41.6488,-0.8891,0.0,Spain,Zaragoza,Unknown,success,city_manual
Alaves,SP2,42.8467,-2.6716,0.0,Spain,Vitoria-Gasteiz,Unknown,success,city_manual
Albacete,SP2,38.997579,-1.8637986,0.0,Spain,Albacete,Unknown,success,stadium_coordinates
Alcorcon,SP2,40.3492998,-3.8284295,0.0,Spain,Alcorcon,Unknown,success,stadium_coordinates
Alcoyano,SP2,38.697,-0.4747,0.0,Spain,Alcoyano,Unknown,success,city_manual
Almeria,SP2,36.840067,-2.4354672,0.0,Spain,Almeria,Unknown,success,stadium_coordinates
Amorebieta,SP2,43.222,-2.733,0.0,Spain,Amorebieta,Unknown,success,city_manual
Andorra,SP2,42.5063,1.5218,0.0,Spain,Andorra,Unknown,success,city_manual
Ath Bilbao B,SP2,43.27833,-2.83861,0.0,Spain,Bilbao,Unknown,success,stadium_coordinates
Barcelona B,SP2,41.3851,2.1734,0.0,Spain,Barcelona,Unknown,success,city_manual
Betis,SP2,37.3891,-5.9845,0.0,Spain,Seville,Unknown,success,city_manual
Burgos,SP2,42.6808132,-2.9353975,0.0,Spain,Burgos,Unknown,success,stadium_coordinates
Cadiz,SP2,36.1630337,-5.4651325,0.0,Spain,Cadiz,Unknown,success,stadium_coordinates
Cartagena,SP2,37.6257,-0.9966,0.0,Spain,Cartagena,Unknown,success,city_manual
Castellon,SP2,39.9864,-0.0513,0.0,Spain,Castellon,Unknown,success,city_manual
Celta,SP2,42.2406,-8.7207,0.0,Spain,Vigo,Unknown,success,city_manual
Ceuta,SP2,35.8894,-5.3213,0.0,Spain,Ceuta,Unknown,success,city_manual
Cordoba,SP2,37.8721206,-4.7635163,0.0,Spain,Cordoba,Unknown,success,stadium_coordinates
Cultural Leonesa,SP2,42.5987,-5.5671,0.0,Spain,Leon,Unknown,success,city_manual
Eibar,SP2,43.1849,-2.4733,0.0,Spain,Eibar,Unknown,success,city_manual
Elche,SP2,38.2653307,-0.6988391,0.0,Spain,Elche,Unknown,success,stadium_coordinates
Eldense,SP2,38.478,-0.793,0.0,Spain,Eldense,Unknown,success,city_manual
Espanol,SP2,41.3851,2.1734,0.0,Spain,Barcelona,Unknown,success,city_manual
Extremadura UD,SP2,38.8741557,-6.9683022,0.0,Spain,Almendralejo,Unknown,success,stadium_coordinates
Ferrol,SP2,43.4833,-8.236,0.0,Spain,Ferrol,Unknown,success,city_manual
Fuenlabrada,SP2,40.282476,-3.7923422,0.0,Spain,Fuenlabrada,Unknown,success,stadium_coordinates
Getafe,SP2,40.3070639,-3.7331808,0.0,Spain,Getafe,Unknown,success,stadium_coordinates
Gimnastic,SP2,41.1189,1.2445,0.0,Spain,Tarragona,Unknown,success,city_manual
Girona,SP2,41.9794,2.8214,0.0,Spain,Girona,Unknown,success,city_manual
Granada,SP2,37.1773,-3.5986,0.0,Spain,Granada,Unknown,success,city_manual
Guadalajara,SP2,40.6288126,-3.1674493,0.0,Spain,Guadalajara,Unknown,success,stadium_coordinates
Hercules,SP2,38.3452,-0.481,0.0,Spain,Alicante,Unknown,success,city_manual
Huesca,SP2,42.1318,-0.4089,0.0,Spain,Huesca,Unknown,success,city_manual
Ibiza,SP2,38.9067,1.4206,0.0,Spain,Ibiza,Unknown,success,city_manual
Jaen,SP2,37.7741964,-3.7865262,0.0,Spain,Jaen,Unknown,success,stadium_coordinates
La Coruna,SP2,43.3623,-8.4115,0.0,Spain,A Coruna,Unknown,success,city_manual
Las Palmas,SP2,28.1235,-15.4363,0.0,Spain,Las Palmas,Unknown,success,city_manual
Leganes,SP2,40.3259427,-3.7586217,0.0,Spain,Leganes,Unknown,success,stadium_coordinates
Leonesa,SP2,42.5987,-5.5671,0.0,Spain,Leon,Unknown,success,city_manual
Levante,SP2,39.4699,-0.3763,0.0,Spain,Valencia,Unknown,success,city_manual
Llagostera,SP2,41.8333,2.9,0.0,Spain,Llagostera,Unknown,success,city_manual
Logrones,SP2,42.4627,-2.444,0.0,Spain,Logrones,Unknown,success,city_manual
Lorca,SP2,37.9698392,-3.815181,0.0,Spain,Lorca,Unknown,success,stadium_coordinates
Lugo,SP2,43.0121,-7.555,0.0,Spain,Lugo,Unknown,success,city_manual
Malaga,SP2,37.0171996,-4.5571607,0.0,Spain,Malaga,Unknown,success,stadium_coordinates
Mallorca,SP2,39.5696,2.6502,0.0,Spain,Palma,Unknown,success,city_manual
Mirandes,SP2,42.6865,-2.947,0.0,Spain,Mirandes,Unknown,success,city_manual
Murcia,SP2,38.0422241,-1.1447324,0.0,Spain,Murcia,Unknown,success,stadium_coordinates
Numancia,SP2,40.3995283,-3.6596765,0.0,Spain,Numancia,Unknown,success,stadium_coordinates
Osasuna,SP2,42.8125,-1.6458,0.0,Spain,Pamplona,Unknown,success,city_manual
Oviedo,SP2,43.3619,-5.8494,0.0,Spain,Oviedo,Unknown,success,city_manual
Ponferradina,SP2,42.5567728,-6.6002877,0.0,Spain,Ponferradina,Unknown,success,stadium_coordinates
Rayo Majadahonda,SP2,40.4556465,-3.8642787,0.0,Spain,Majadahonda,Unknown,success,stadium_coordinates
Real Madrid B,SP2,40.401667,-3.720556,0.0,Spain,Madrid,Unknown,success,city_avg_from_existing
Recreativo,SP2,37.2614,-6.9447,0.0,Spain,Huelva,Unknown,success,city_manual
Reus Deportiu,SP2,41.1548,1.1087,0.0,Spain,Reus,Unknown,success,city_manual
Sabadell,SP2,41.5463,2.1086,0.0,Spain,Sabadell,Unknown,success,city_manual
Salamanca,SP2,40.9772747,-5.661251,0.0,Spain,Salamanca,Unknown,success,stadium_coordinates
Santander,SP2,43.4623,-3.80998,0.0,Spain,Santander,Unknown,success,city_manual
Sevilla B,SP2,37.3891,-5.9845,0.0,Spain,Seville,Unknown,success,city_manual
Sociedad B,SP2,43.3183,-1.9812,0.0,Spain,San Sebastian,Unknown,success,city_manual
Sp Gijon,SP2,43.536111,-5.637222,0.0,Spain,Gijon,Unknown,success,stadium_coordinates
Tenerife,SP2,28.4636,-16.2518,0.0,Spain,Tenerife,Unknown,success,city_manual
UCAM Murcia,SP2,37.9923235,-1.1863075,0.0,Spain,Murcia,Unknown,success,stadium_coordinates
Valladolid,SP2,41.6445801,-4.7612576,0.0,Spain,Valladolid,Unknown,success,stadium_coordinates
Vallecano,SP2,40.377486,-3.6107685,0.0,Spain,Vallecano,Unknown,success,stadium_coordinates
Villarreal,SP2,39.9383,-0.1009,0.0,Spain,Villarreal,Unknown,success,city_manual
Villarreal B,SP2,39.9383,-0.1009,0.0,Spain,Villarreal,Unknown,success,city_manual
Xerez,SP2,36.6817,-6.1377,0.0,Spain,Xerez,Unknown,success,city_manual
Zaragoza,SP2,41.6488,-0.8891,0.0,Spain,Zaragoza,Unknown,success,city_manual
Ad. Demirspor,T1,36.998889,35.329722,0.0,Turkey,Demirspor,Unknown,success,stadium_coordinates
Adanaspor,T1,36.998889,35.329722,0.0,Turkey,Adanaspor,Unknown,success,stadium_coordinates
Akhisar Belediyespor,T1,38.623006,27.439933,0.0,Turkey,Belediyespor,Unknown,success,stadium_coordinates
Alanyaspor,T1,36.562614,32.079143,0.0,Turkey,Alanyaspor,Unknown,success,stadium_coordinates
Altay,T1,38.4237,27.1428,0.0,Turkey,Izmir,Unknown,success,city_manual
Ankaragucu,T1,39.9815285,32.6132533,0.0,Turkey,Ankaragucu,Unknown,success,stadium_coordinates
Antalyaspor,T1,36.8969,30.7133,0.0,Turkey,Antalya,Unknown,success,city_manual
Balikesirspor,T1,39.64151944,27.88785,0.0,Turkey,Balikesirspor,Unknown,success,stadium_coordinates
Besiktas,T1,41.0428465,29.0075283,0.0,Turkey,Besiktas,Unknown,success,stadium_coordinates
Bodrumspor,T1,37.040556,27.431667,0.0,Turkey,Bodrumspor,Unknown,success,stadium_coordinates
Bucaspor,T1,38.397585,27.195379,0.0,Turkey,Bucaspor,Unknown,success,stadium_coordinates
Bursaspor,T1,40.5191774,28.8264255,0.0,Turkey,Bursaspor,Unknown,success,stadium_coordinates
Buyuksehyr,T1,41.07447222,28.76570278,0.0,Turkey,Buyuksehyr,Unknown,success,stadium_coordinates
Denizlispor,T1,37.8157177,29.0579691,0.0,Turkey,Denizlispor,Unknown,success,stadium_coordinates
Elazigspor,T1,38.6240127,39.107531,0.0,Turkey,Elazigspor,Unknown,success,stadium_coordinates
Erciyesspor,T1,38.7135388,35.4533518,0.0,Turkey,Erciyesspor,Unknown,success,stadium_coordinates
Erzurum BB,T1,39.90632,41.2727715,0.0,Turkey,Erzurum,Unknown,success,stadium_coordinates
Eskisehirspor,T1,39.798069,30.5207231,0.0,Turkey,Eskisehirspor,Unknown,success,stadium_coordinates
Eyupspor,T1,41.04746,28.92974,0.0,Turkey,Eyupspor,Unknown,success,stadium_coordinates
Fenerbahce,T1,40.9875807,29.0369773,0.0,Turkey,Fenerbahce,Unknown,success,stadium_coordinates
Galatasaray,T1,41.1025976,28.9922753,0.0,Turkey,Galatasaray,Unknown,success,stadium_coordinates
Gaziantep,T1,37.0628317,37.3792617,0.0,Turkey,Gaziantep,Unknown,success,stadium_coordinates
Gaziantepspor,T1,37.067572,37.377592,0.0,Turkey,Gaziantepspor,Unknown,success,stadium_coordinates
Genclerbirligi,T1,39.9334,32.8597,0.0,Turkey,Ankara,Unknown,success,city_manual
Giresunspor,T1,40.90972222,38.37194444,0.0,Turkey,Giresunspor,Unknown,success,stadium_coordinates
Goztep,T1,38.434861,27.178261,0.0,Turkey,Goztep,Unknown,success,stadium_coordinates
Hatayspor,T1,36.25806,36.20778,0.0,Turkey,Hatayspor,Unknown,success,stadium_coordinates
Istanbulspor,T1,41.02444,28.69778,0.0,Turkey,Istanbulspor,Unknown,success,stadium_coordinates
Karabukspor,T1,41.2090545,32.6168834,0.0,Turkey,Karabukspor,Unknown,success,stadium_coordinates
Karagumruk,T1,41.0268821,28.9373882,0.0,Turkey,Karagumruk,Unknown,success,stadium_coordinates
Kasimpasa,T1,39.9733957,41.6691899,0.0,Turkey,Kasimpasa,Unknown,success,stadium_coordinates
Kayserispor,T1,38.7656367,35.4592488,0.0,Turkey,Kayserispor,Unknown,success,stadium_coordinates
Kocaelispor,T1,40.7556968,30.0130024,0.0,Turkey,Kocaelispor,Unknown,success,stadium_coordinates
Konyaspor,T1,37.9461978,32.4867282,0.0,Turkey,Konyaspor,Unknown,success,stadium_coordinates
Manisaspor,T1,38.623006,27.439933,0.0,Turkey,Manisaspor,Unknown,success,stadium_coordinates
Mersin Idman Yurdu,T1,36.7802711,34.6022692,0.0,Turkey,Yurdu,Unknown,success,stadium_coordinates
Orduspor,T1,40.982222,37.878333,0.0,Turkey,Orduspor,Unknown,success,stadium_coordinates
Osmanlispor,T1,39.9519599,32.7323364,0.0,Turkey,Osmanlispor,Unknown,success,stadium_coordinates
Pendikspor,T1,40.887636,29.2276524,0.0,Turkey,Pendikspor,Unknown,success,stadium_coordinates
Rizespor,T1,41.0466289,40.5874538,0.0,Turkey,Rizespor,Unknown,success,stadium_coordinates
Samsunspor,T1,41.276854,36.3558754,0.0,Turkey,Samsunspor,Unknown,success,stadium_coordinates
Sivasspor,T1,39.7303685,36.9859944,0.0,Turkey,Sivasspor,Unknown,success,stadium_coordinates
Trabzonspor,T1,40.895672,29.166289,0.0,Turkey,Trabzonspor,Unknown,success,stadium_coordinates
Umraniyespor,T1,41.05889,29.10944,0.0,Turkey,Umraniyespor,Unknown,success,stadium_coordinates
Yeni Malatyaspor,T1,38.352178,38.330494,0.0,Turkey,Malatyaspor,Unknown,success,stadium_coordinates
