team,league,country,city,status,coord_source,latitude,longitude
Portogruaro,I2,Italy,Portogruaro,success,stadium_coordinates,45.775598,12.8374571
Pro Vercelli,I2,Italy,Vercelli,success,stadium_coordinates,45.8575103,8.236397
Reggiana,I2,Italy,Reggiana,success,stadium_coordinates,43.8745265,11.0705127
Reggina,I2,Italy,Reggina,success,stadium_coordinates,43.593764,10.6691766
Salernitana,I2,Italy,Salernitana,success,stadium_coordinates,40.6813304,14.7546939
Sampdoria,I2,Italy,Sampdoria,success,stadium_coordinates,44.4164753,8.9525341
Sassuolo,I2,Italy,Sassuolo,success,stadium_coordinates,44.5409769,10.7829023
Siena,I2,Italy,Siena,missing,city_manual,43.3188,11.3308
Spal,I2,Italy,Spal,success,stadium_coordinates,44.8409312,11.6072586
Spezia,I2,Italy,Spezia,success,stadium_coordinates,44.1457278,12.2032796
Sudtirol,I2,Italy,Sudtirol,success,stadium_coordinates,46.4929138,11.3150559
Ternana,I2,Italy,Ternana,missing,city_manual,42.563,12.6443
Torino,I2,Italy,Torino,success,stadium_coordinates,45.1095759,7.6421338
Trapani,I2,Italy,Trapani,success,stadium_coordinates,38.028211,12.545885
Triestina,I2,Italy,Triestina,success,stadium_coordinates,44.7984146,10.2554077
Varese,I2,Italy,Varese,success,stadium_coordinates,44.1435788,12.2904555
Venezia,I2,Italy,Venezia,success,stadium_coordinates,46.081402,13.1997411
Verona,I2,Italy,Verona,success,stadium_coordinates,45.4353328,10.9674348
Vicenza,I2,Italy,Vicenza,success,stadium_coordinates,45.5339648,11.478811
Virtus Entella,I2,Italy,Entella,success,stadium_coordinates,44.3156,9.33725
Virtus Lanciano,I2,Italy,Lanciano,success,stadium_coordinates,42.2182,14.3884
AZ Alkmaar,N1,Netherlands,Alkmaar,missing,city_manual,52.6324,4.7534
Ajax,N1,Netherlands,Amsterdam,missing,city_manual,52.3676,4.9041
Almere City,N1,Netherlands,Almere,missing,city_manual,52.3508,5.2647
Cambuur,N1,Netherlands,Leeuwarden,missing,city_manual,53.2012,5.7999
Den Haag,N1,Netherlands,The Hague,missing,city_manual,52.0705,4.3007
Dordrecht,N1,Netherlands,Dordrecht,missing,city_manual,51.8133,4.6901
Excelsior,N1,Netherlands,Rotterdam,missing,city_manual,51.9244,4.4777
FC Emmen,N1,Netherlands,Emmen,missing,city_manual,52.7858,6.8976
Feyenoord,N1,Netherlands,Rotterdam,missing,city_manual,51.9244,4.4777
For Sittard,N1,Netherlands,Sittard,missing,city_manual,50.9983,5.8697
Go Ahead Eagles,N1,Netherlands,Deventer,missing,city_manual,52.2661,6.1552
Graafschap,N1,Netherlands,Doetinchem,missing,city_manual,51.965,6.288
Groningen,N1,Netherlands,Groningen,missing,city_manual,53.2194,6.5665
Heerenveen,N1,Netherlands,Heerenveen,missing,city_manual,52.959,5.918
Heracles,N1,Netherlands,Almelo,missing,city_manual,52.356,6.662
NAC Breda,N1,Netherlands,Breda,missing,city_manual,51.5719,4.7683
Nijmegen,N1,Netherlands,Nijmegen,missing,city_manual,51.8126,5.8372
PSV Eindhoven,N1,Netherlands,Eindhoven,missing,city_manual,51.4416,5.4697
Roda,N1,Netherlands,Kerkrade,missing,city_manual,50.865,6.062
Sparta Rotterdam,N1,Netherlands,Rotterdam,missing,city_manual,51.9244,4.4777
Telstar,N1,Netherlands,Velsen,missing,city_manual,52.458,4.62
Twente,N1,Netherlands,Enschede,missing,city_manual,52.2215,6.8937
Utrecht,N1,Netherlands,Utrecht,missing,city_manual,52.0907,5.1214
VVV Venlo,N1,Netherlands,Venlo,missing,city_manual,51.3704,6.1724
Vitesse,N1,Netherlands,Arnhem,missing,city_manual,51.9851,5.8987
Volendam,N1,Netherlands,Volendam,missing,city_manual,52.495,5.0708
Waalwijk,N1,Netherlands,Waalwijk,missing,city_manual,51.6829,5.0706
Willem II,N1,Netherlands,Tilburg,missing,city_manual,51.5555,5.0913
Zwolle,N1,Netherlands,Zwolle,missing,city_manual,52.5168,6.083
AVS,P1,Portugal,Vila das Aves,missing,city_manual,41.37,-8.412
Academica,P1,Portugal,Coimbra,missing,city_manual,40.2033,-8.4103
Alverca,P1,Portugal,Alverca,missing,city_manual,38.898,-9.039
Arouca,P1,Portugal,Arouca,missing,city_manual,40.932,-8.245
Aves,P1,Portugal,Vila das Aves,missing,city_manual,41.37,-8.412
Beira Mar,P1,Portugal,Aveiro,missing,city_manual,40.6405,-8.6538
Belenenses,P1,Portugal,Lisbon,missing,city_manual,38.7223,-9.1393
Benfica,P1,Portugal,Lisbon,missing,city_manual,38.7223,-9.1393
Boavista,P1,Portugal,Porto,missing,city_manual,41.1579,-8.6291
Casa Pia,P1,Portugal,Lisbon,missing,city_manual,38.7223,-9.1393
Chaves,P1,Portugal,Chaves,missing,city_manual,41.7402,-7.4688
Estoril,P1,Portugal,Estoril,missing,city_manual,38.7057,-9.3977
Estrela,P1,Portugal,Amadora,missing,city_manual,38.7597,-9.239
Famalicao,P1,Portugal,Famalicao,missing,city_manual,41.4078,-8.5198
Farense,P1,Portugal,Farense,missing,city_manual,37.0194,-7.9304
Feirense,P1,Portugal,Feirense,missing,city_manual,40.925,-8.542
Gil Vicente,P1,Portugal,Barcelos,missing,city_manual,41.5388,-8.6151
Guimaraes,P1,Portugal,Guimaraes,missing,city_manual,41.4444,-8.2962
Leiria,P1,Portugal,Leiria,missing,city_manual,39.7436,-8.8071
Maritimo,P1,Portugal,Funchal,missing,city_manual,32.6669,-16.9241
Moreirense,P1,Portugal,Moreirense,missing,city_manual,41.382,-8.339
Nacional,P1,Portugal,Funchal,missing,city_manual,32.6669,-16.9241
Naval,P1,Portugal,Figueira da Foz,missing,city_manual,40.15,-8.8667
Olhanense,P1,Portugal,Olhanense,missing,city_manual,37.0286,-7.8411
Pacos Ferreira,P1,Portugal,Pacos de Ferreira,missing,city_manual,41.276,-8.376
Penafiel,P1,Portugal,Penafiel,missing,city_manual,41.2084,-8.2829
Portimonense,P1,Portugal,Portimonense,missing,city_manual,37.1366,-8.5377
Porto,P1,Portugal,Porto,missing,city_manual,41.1579,-8.6291
Rio Ave,P1,Portugal,Vila do Conde,missing,city_manual,41.3547,-8.7447
Santa Clara,P1,Portugal,Ponta Delgada,missing,city_manual,37.7412,-25.6756
Setubal,P1,Portugal,Setubal,missing,city_manual,38.5244,-8.8882
Sp Braga,P1,Portugal,Braga,missing,city_manual,41.5454,-8.4265
Sp Lisbon,P1,Portugal,Lisbon,missing,city_manual,38.7223,-9.1393
Tondela,P1,Portugal,Tondela,missing,city_manual,40.516,-8.08
Uniao Madeira,P1,Portugal,Funchal,missing,city_manual,32.6669,-16.9241
Vizela,P1,Portugal,Vizela,missing,city_manual,41.3824,-8.2481
Aberdeen,SC0,Scotland,Aberdeen,missing,city_manual,57.1497,-2.0943
Celtic,SC0,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Dundee,SC0,Scotland,Dundee,missing,city_manual,56.462,-2.9707
Dundee United,SC0,Scotland,Dundee,missing,city_manual,56.462,-2.9707
Dunfermline,SC0,Scotland,Dunfermline,missing,city_manual,56.0717,-3.4393
Falkirk,SC0,Scotland,Falkirk,missing,city_manual,56.0019,-3.7839
Hamilton,SC0,Scotland,Hamilton,missing,city_manual,55.7774,-4.0547
Hearts,SC0,Scotland,Edinburgh,missing,city_manual,55.9533,-3.1883
Hibernian,SC0,Scotland,Edinburgh,missing,city_manual,55.9533,-3.1883
Inverness C,SC0,Scotland,Inverness,missing,city_manual,57.4778,-4.2247
Kilmarnock,SC0,Scotland,Kilmarnock,missing,city_manual,55.611,-4.4952
Livingston,SC0,Scotland,Livingston,missing,city_manual,55.8864,-3.5226
Motherwell,SC0,Scotland,Motherwell,missing,city_manual,55.789,-3.9919
Partick,SC0,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Rangers,SC0,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Ross County,SC0,Scotland,Dingwall,missing,city_manual,57.595,-4.427
St Johnstone,SC0,Scotland,Perth,missing,city_manual,56.3969,-3.437
St Mirren,SC0,Scotland,Paisley,missing,city_manual,55.8473,-4.4277
Airdrie Utd,SC1,Scotland,Airdrie,missing,city_manual,55.865,-3.98
Alloa,SC1,Scotland,Alloa,missing,city_manual,56.115,-3.792
Arbroath,SC1,Scotland,Arbroath,missing,city_manual,56.5591,-2.587
Ayr,SC1,Scotland,Ayr,missing,city_manual,55.458,-4.629
Brechin,SC1,Scotland,Brechin,missing,city_manual,56.6438,-2.8903
Cove Rangers,SC1,Scotland,Aberdeen,missing,city_manual,57.1497,-2.0943
Cowdenbeath,SC1,Scotland,Cowdenbeath,missing,city_manual,56.111,-3.343
Dumbarton,SC1,Scotland,Dumbarton,missing,city_manual,55.9469,-4.5706
Dundee,SC1,Scotland,Dundee,missing,city_manual,56.462,-2.9707
Dundee United,SC1,Scotland,Dundee,missing,city_manual,56.462,-2.9707
Dunfermline,SC1,Scotland,Dunfermline,missing,city_manual,56.0717,-3.4393
Falkirk,SC1,Scotland,Falkirk,missing,city_manual,56.0019,-3.7839
Hamilton,SC1,Scotland,Hamilton,missing,city_manual,55.7774,-4.0547
Hearts,SC1,Scotland,Edinburgh,missing,city_manual,55.9533,-3.1883
Hibernian,SC1,Scotland,Edinburgh,missing,city_manual,55.9533,-3.1883
Inverness C,SC1,Scotland,Inverness,missing,city_manual,57.4778,-4.2247
Kilmarnock,SC1,Scotland,Kilmarnock,missing,city_manual,55.611,-4.4952
Livingston,SC1,Scotland,Livingston,missing,city_manual,55.8864,-3.5226
Morton,SC1,Scotland,Greenock,missing,city_manual,55.9477,-4.763
Partick,SC1,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Queen of Sth,SC1,Scotland,Dumfries,missing,city_manual,55.07,-3.605
Queens Park,SC1,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Raith Rvs,SC1,Scotland,Kirkcaldy,missing,city_manual,56.1114,-3.159
Rangers,SC1,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Ross County,SC1,Scotland,Dingwall,missing,city_manual,57.595,-4.427
St Johnstone,SC1,Scotland,Perth,missing,city_manual,56.3969,-3.437
St Mirren,SC1,Scotland,Paisley,missing,city_manual,55.8473,-4.4277
Stirling,SC1,Scotland,Stirling,missing,city_manual,56.1165,-3.9369
Airdrie Utd,SC2,Scotland,Airdrie,missing,city_manual,55.865,-3.98
Albion Rvs,SC2,Scotland,Coatbridge,missing,city_manual,55.862,-4.038
Alloa,SC2,Scotland,Alloa,missing,city_manual,56.115,-3.792
Annan Athletic,SC2,Scotland,Annan,missing,city_manual,54.989,-3.258
Arbroath,SC2,Scotland,Arbroath,missing,city_manual,56.5591,-2.587
Ayr,SC2,Scotland,Ayr,missing,city_manual,55.458,-4.629
Brechin,SC2,Scotland,Brechin,missing,city_manual,56.6438,-2.8903
Clyde,SC2,Scotland,Cumbernauld,missing,city_manual,55.946,-3.99
Cove Rangers,SC2,Scotland,Aberdeen,missing,city_manual,57.1497,-2.0943
Cowdenbeath,SC2,Scotland,Cowdenbeath,missing,city_manual,56.111,-3.343
Dumbarton,SC2,Scotland,Dumbarton,missing,city_manual,55.9469,-4.5706
Dunfermline,SC2,Scotland,Dunfermline,missing,city_manual,56.0717,-3.4393
East Fife,SC2,Scotland,Methil,missing,city_manual,56.185,-3.022
Edinburgh City,SC2,Scotland,Edinburgh,missing,city_manual,55.9533,-3.1883
FC Edinburgh,SC2,Scotland,Edinburgh,missing,city_manual,55.9533,-3.1883
Falkirk,SC2,Scotland,Falkirk,missing,city_manual,56.0019,-3.7839
Forfar,SC2,Scotland,Forfar,missing,city_manual,56.6438,-2.8903
Hamilton,SC2,Scotland,Hamilton,missing,city_manual,55.7774,-4.0547
Inverness C,SC2,Scotland,Inverness,missing,city_manual,57.4778,-4.2247
Kelty Hearts,SC2,Scotland,Kelty,missing,city_manual,56.133,-3.387
Livingston,SC2,Scotland,Livingston,missing,city_manual,55.8864,-3.5226
Montrose,SC2,Scotland,Montrose,missing,city_manual,56.712,-2.466
Morton,SC2,Scotland,Greenock,missing,city_manual,55.9477,-4.763
Partick,SC2,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Peterhead,SC2,Scotland,Peterhead,missing,city_manual,57.505,-1.784
Queen of Sth,SC2,Scotland,Dumfries,missing,city_manual,55.07,-3.605
Queens Park,SC2,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Raith Rvs,SC2,Scotland,Kirkcaldy,missing,city_manual,56.1114,-3.159
Rangers,SC2,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Stenhousemuir,SC2,Scotland,Stenhousemuir,missing,city_manual,56.026,-3.814
Stirling,SC2,Scotland,Stirling,missing,city_manual,56.1165,-3.9369
Stranraer,SC2,Scotland,Stranraer,missing,city_manual,54.9039,-5.026
Albion Rvs,SC3,Scotland,Coatbridge,missing,city_manual,55.862,-4.038
Alloa,SC3,Scotland,Alloa,missing,city_manual,56.115,-3.792
Annan Athletic,SC3,Scotland,Annan,missing,city_manual,54.989,-3.258
Arbroath,SC3,Scotland,Arbroath,missing,city_manual,56.5591,-2.587
Berwick,SC3,Scotland,Berwick-upon-Tweed,missing,city_manual,55.769,-2.002
Bonnyrigg Rose,SC3,Scotland,Bonnyrigg,missing,city_manual,55.874,-3.105
Brechin,SC3,Scotland,Brechin,missing,city_manual,56.6438,-2.8903
Clyde,SC3,Scotland,Cumbernauld,missing,city_manual,55.946,-3.99
Cove Rangers,SC3,Scotland,Aberdeen,missing,city_manual,57.1497,-2.0943
Cowdenbeath,SC3,Scotland,Cowdenbeath,missing,city_manual,56.111,-3.343
Dumbarton,SC3,Scotland,Dumbarton,missing,city_manual,55.9469,-4.5706
East Fife,SC3,Scotland,Methil,missing,city_manual,56.185,-3.022
East Kilbride,SC3,Scotland,East Kilbride,missing,city_manual,55.764,-4.176
East Stirling,SC3,Scotland,Stirling,missing,city_manual,56.1165,-3.9369
Edinburgh City,SC3,Scotland,Edinburgh,missing,city_manual,55.9533,-3.1883
Elgin,SC3,Scotland,Elgin,missing,city_manual,57.649,-3.318
Forfar,SC3,Scotland,Forfar,missing,city_manual,56.6438,-2.8903
Kelty Hearts,SC3,Scotland,Kelty,missing,city_manual,56.133,-3.387
Montrose,SC3,Scotland,Montrose,missing,city_manual,56.712,-2.466
Peterhead,SC3,Scotland,Peterhead,missing,city_manual,57.505,-1.784
Queens Park,SC3,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Rangers,SC3,Scotland,Glasgow,missing,city_manual,55.8642,-4.2518
Spartans,SC3,Scotland,Edinburgh,missing,city_manual,55.9533,-3.1883
Stenhousemuir,SC3,Scotland,Stenhousemuir,missing,city_manual,56.026,-3.814
Stirling,SC3,Scotland,Stirling,missing,city_manual,56.1165,-3.9369
Stranraer,SC3,Scotland,Stranraer,missing,city_manual,54.9039,-5.026
Alaves,SP1,Spain,Vitoria-Gasteiz,missing,city_manual,42.8467,-2.6716
Almeria,SP1,Spain,Almeria,success,stadium_coordinates,36.840067,-2.4354672
Ath Bilbao,SP1,Spain,Bilbao,success,stadium_coordinates,43.264205,-2.949369
Ath Madrid,SP1,Spain,Madrid,success,stadium_coordinates,40.401667,-3.720556
Barcelona,SP1,Spain,Barcelona,missing,city_manual,41.3851,2.1734
Betis,SP1,Spain,Seville,missing,city_manual,37.3891,-5.9845
Cadiz,SP1,Spain,Cadiz,success,stadium_coordinates,36.1630337,-5.4651325
Celta,SP1,Spain,Vigo,missing,city_manual,42.2406,-8.7207
Cordoba,SP1,Spain,Cordoba,success,stadium_coordinates,37.8721206,-4.7635163
Eibar,SP1,Spain,Eibar,missing,city_manual,43.1849,-2.4733
Elche,SP1,Spain,Elche,success,stadium_coordinates,38.2653307,-0.6988391
Espanol,SP1,Spain,Barcelona,missing,city_manual,41.3851,2.1734
Getafe,SP1,Spain,Getafe,success,stadium_coordinates,40.3070639,-3.7331808
Girona,SP1,Spain,Girona,missing,city_manual,41.9794,2.8214
Granada,SP1,Spain,Granada,missing,city_manual,37.1773,-3.5986
Hercules,SP1,Spain,Alicante,missing,city_manual,38.3452,-0.481
Huesca,SP1,Spain,Huesca,missing,city_manual,42.1318,-0.4089
La Coruna,SP1,Spain,A Coruna,missing,city_manual,43.3623,-8.4115
Las Palmas,SP1,Spain,Las Palmas,missing,city_manual,28.1235,-15.4363
Leganes,SP1,Spain,Leganes,success,stadium_coordinates,40.3259427,-3.7586217
Levante,SP1,Spain,Valencia,missing,city_manual,39.4699,-0.3763
Malaga,SP1,Spain,Malaga,success,stadium_coordinates,37.0171996,-4.5571607
Mallorca,SP1,Spain,Palma,missing,city_manual,39.5696,2.6502
Osasuna,SP1,Spain,Pamplona,missing,city_manual,42.8125,-1.6458
Oviedo,SP1,Spain,Oviedo,missing,city_manual,43.3619,-5.8494
Real Madrid,SP1,Spain,Madrid,missing,city_avg_from_existing,40.401667,-3.720556
Santander,SP1,Spain,Santander,missing,city_manual,43.4623,-3.80998
Sevilla,SP1,Spain,Sevilla,success,stadium_coordinates,37.4172353,-6.0046134
Sociedad,SP1,Spain,San Sebastian,missing,city_manual,43.3183,-1.9812
Sp Gijon,SP1,Spain,Gijon,success,stadium_coordinates,43.536111,-5.637222
Valencia,SP1,Spain,Valencia,missing,city_manual,39.4699,-0.3763
Valladolid,SP1,Spain,Valladolid,success,stadium_coordinates,41.6445801,-4.7612576
Vallecano,SP1,Spain,Vallecano,success,stadium_coordinates,40.377486,-3.6107685
Villarreal,SP1,Spain,Villarreal,missing,city_manual,39.9383,-0.1009
Zaragoza,SP1,Spain,Zaragoza,missing,city_manual,41.6488,-0.8891
Alaves,SP2,Spain,Vitoria-Gasteiz,missing,city_manual,42.8467,-2.6716
Albacete,SP2,Spain,Albacete,success,stadium_coordinates,38.997579,-1.8637986
Alcorcon,SP2,Spain,Alcorcon,success,stadium_coordinates,40.3492998,-3.8284295
Alcoyano,SP2,Spain,Alcoyano,missing,city_manual,38.697,-0.4747
Almeria,SP2,Spain,Almeria,success,stadium_coordinates,36.840067,-2.4354672
Amorebieta,SP2,Spain,Amorebieta,missing,city_manual,43.222,-2.733
Andorra,SP2,Spain,Andorra,missing,city_manual,42.5063,1.5218
Ath Bilbao B,SP2,Spain,Bilbao,success,stadium_coordinates,43.27833,-2.83861
Barcelona B,SP2,Spain,Barcelona,missing,city_manual,41.3851,2.1734
Betis,SP2,Spain,Seville,missing,city_manual,37.3891,-5.9845
Burgos,SP2,Spain,Burgos,success,stadium_coordinates,42.6808132,-2.9353975
Cadiz,SP2,Spain,Cadiz,success,stadium_coordinates,36.1630337,-5.4651325
Cartagena,SP2,Spain,Cartagena,missing,city_manual,37.6257,-0.9966
Castellon,SP2,Spain,Castellon,missing,city_manual,39.9864,-0.0513
Celta,SP2,Spain,Vigo,missing,city_manual,42.2406,-8.7207
Ceuta,SP2,Spain,Ceuta,missing,city_manual,35.8894,-5.3213
Cordoba,SP2,Spain,Cordoba,success,stadium_coordinates,37.8721206,-4.7635163
Cultural Leonesa,SP2,Spain,Leon,missing,city_manual,42.5987,-5.5671
Eibar,SP2,Spain,Eibar,missing,city_manual,43.1849,-2.4733
Elche,SP2,Spain,Elche,success,stadium_coordinates,38.2653307,-0.6988391
Eldense,SP2,Spain,Eldense,missing,city_manual,38.478,-0.793
Espanol,SP2,Spain,Barcelona,missing,city_manual,41.3851,2.1734
Extremadura UD,SP2,Spain,Almendralejo,success,stadium_coordinates,38.8741557,-6.9683022
Ferrol,SP2,Spain,Ferrol,missing,city_manual,43.4833,-8.236
Fuenlabrada,SP2,Spain,Fuenlabrada,success,stadium_coordinates,40.282476,-3.7923422
Getafe,SP2,Spain,Getafe,success,stadium_coordinates,40.3070639,-3.7331808
Gimnastic,SP2,Spain,Tarragona,missing,city_manual,41.1189,1.2445
Girona,SP2,Spain,Girona,missing,city_manual,41.9794,2.8214
Granada,SP2,Spain,Granada,missing,city_manual,37.1773,-3.5986
Guadalajara,SP2,Spain,Guadalajara,success,stadium_coordinates,40.6288126,-3.1674493
Hercules,SP2,Spain,Alicante,missing,city_manual,38.3452,-0.481
Huesca,SP2,Spain,Huesca,missing,city_manual,42.1318,-0.4089
Ibiza,SP2,Spain,Ibiza,missing,city_manual,38.9067,1.4206
Jaen,SP2,Spain,Jaen,success,stadium_coordinates,37.7741964,-3.7865262
La Coruna,SP2,Spain,A Coruna,missing,city_manual,43.3623,-8.4115
Las Palmas,SP2,Spain,Las Palmas,missing,city_manual,28.1235,-15.4363
Leganes,SP2,Spain,Leganes,success,stadium_coordinates,40.3259427,-3.7586217
Leonesa,SP2,Spain,Leon,missing,city_manual,42.5987,-5.5671
Levante,SP2,Spain,Valencia,missing,city_manual,39.4699,-0.3763
Llagostera,SP2,Spain,Llagostera,missing,city_manual,41.8333,2.9
Logrones,SP2,Spain,Logrones,missing,city_manual,42.4627,-2.444
Lorca,SP2,Spain,Lorca,success,stadium_coordinates,37.9698392,-3.815181
Lugo,SP2,Spain,Lugo,missing,city_manual,43.0121,-7.555
Malaga,SP2,Spain,Malaga,success,stadium_coordinates,37.0171996,-4.5571607
Mallorca,SP2,Spain,Palma,missing,city_manual,39.5696,2.6502
Mirandes,SP2,Spain,Mirandes,missing,city_manual,42.6865,-2.947
Murcia,SP2,Spain,Murcia,success,stadium_coordinates,38.0422241,-1.1447324
Numancia,SP2,Spain,Numancia,success,stadium_coordinates,40.3995283,-3.6596765
Osasuna,SP2,Spain,Pamplona,missing,city_manual,42.8125,-1.6458
Oviedo,SP2,Spain,Oviedo,missing,city_manual,43.3619,-5.8494
Ponferradina,SP2,Spain,Ponferradina,success,stadium_coordinates,42.5567728,-6.6002877
Rayo Majadahonda,SP2,Spain,Majadahonda,success,stadium_coordinates,40.4556465,-3.8642787
Real Madrid B,SP2,Spain,Madrid,missing,city_avg_from_existing,40.401667,-3.720556
Recreativo,SP2,Spain,Huelva,missing,city_manual,37.2614,-6.9447
Reus Deportiu,SP2,Spain,Reus,missing,city_manual,41.1548,1.1087
Sabadell,SP2,Spain,Sabadell,missing,city_manual,41.5463,2.1086
Salamanca,SP2,Spain,Salamanca,success,stadium_coordinates,40.9772747,-5.661251
Santander,SP2,Spain,Santander,missing,city_manual,43.4623,-3.80998
Sevilla B,SP2,Spain,Seville,missing,city_manual,37.3891,-5.9845
Sociedad B,SP2,Spain,San Sebastian,missing,city_manual,43.3183,-1.9812
Sp Gijon,SP2,Spain,Gijon,success,stadium_coordinates,43.536111,-5.637222
Tenerife,SP2,Spain,Tenerife,missing,city_manual,28.4636,-16.2518
UCAM Murcia,SP2,Spain,Murcia,success,stadium_coordinates,37.9923235,-1.1863075
Valladolid,SP2,Spain,Valladolid,success,stadium_coordinates,41.6445801,-4.7612576
Vallecano,SP2,Spain,Vallecano,success,stadium_coordinates,40.377486,-3.6107685
Villarreal,SP2,Spain,Villarreal,missing,city_manual,39.9383,-0.1009
Villarreal B,SP2,Spain,Villarreal,missing,city_manual,39.9383,-0.1009
Xerez,SP2,Spain,Xerez,missing,city_manual,36.6817,-6.1377
Zaragoza,SP2,Spain,Zaragoza,missing,city_manual,41.6488,-0.8891
Ad. Demirspor,T1,Turkey,Demirspor,success,stadium_coordinates,36.998889,35.329722
Adanaspor,T1,Turkey,Adanaspor,success,stadium_coordinates,36.998889,35.329722
Akhisar Belediyespor,T1,Turkey,Belediyespor,success,stadium_coordinates,38.623006,27.439933
Alanyaspor,T1,Turkey,Alanyaspor,success,stadium_coordinates,36.562614,32.079143
Altay,T1,Turkey,Izmir,missing,city_manual,38.4237,27.1428
Ankaragucu,T1,Turkey,Ankaragucu,success,stadium_coordinates,39.9815285,32.6132533
Antalyaspor,T1,Turkey,Antalya,missing,city_manual,36.8969,30.7133
Balikesirspor,T1,Turkey,Balikesirspor,success,stadium_coordinates,39.64151944,27.88785
Besiktas,T1,Turkey,Besiktas,success,stadium_coordinates,41.0428465,29.0075283
Bodrumspor,T1,Turkey,Bodrumspor,success,stadium_coordinates,37.040556,27.431667
Bucaspor,T1,Turkey,Bucaspor,success,stadium_coordinates,38.397585,27.195379
Bursaspor,T1,Turkey,Bursaspor,success,stadium_coordinates,40.5191774,28.8264255
Buyuksehyr,T1,Turkey,Buyuksehyr,success,stadium_coordinates,41.07447222,28.76570278
Denizlispor,T1,Turkey,Denizlispor,success,stadium_coordinates,37.8157177,29.0579691
Elazigspor,T1,Turkey,Elazigspor,success,stadium_coordinates,38.6240127,39.107531
Erciyesspor,T1,Turkey,Erciyesspor,success,stadium_coordinates,38.7135388,35.4533518
Erzurum BB,T1,Turkey,Erzurum,success,stadium_coordinates,39.90632,41.2727715
Eskisehirspor,T1,Turkey,Eskisehirspor,success,stadium_coordinates,39.798069,30.5207231
Eyupspor,T1,Turkey,Eyupspor,success,stadium_coordinates,41.04746,28.92974
Fenerbahce,T1,Turkey,Fenerbahce,success,stadium_coordinates,40.9875807,29.0369773
Galatasaray,T1,Turkey,Galatasaray,success,stadium_coordinates,41.1025976,28.9922753
Gaziantep,T1,Turkey,Gaziantep,success,stadium_coordinates,37.0628317,37.3792617
Gaziantepspor,T1,Turkey,Gaziantepspor,success,stadium_coordinates,37.067572,37.377592
Genclerbirligi,T1,Turkey,Ankara,missing,city_manual,39.9334,32.8597
Giresunspor,T1,Turkey,Giresunspor,success,stadium_coordinates,40.90972222,38.37194444
Goztep,T1,Turkey,Goztep,success,stadium_coordinates,38.434861,27.178261
Hatayspor,T1,Turkey,Hatayspor,success,stadium_coordinates,36.25806,36.20778
Istanbulspor,T1,Turkey,Istanbulspor,success,stadium_coordinates,41.02444,28.69778
Karabukspor,T1,Turkey,Karabukspor,success,stadium_coordinates,41.2090545,32.6168834
Karagumruk,T1,Turkey,Karagumruk,success,stadium_coordinates,41.0268821,28.9373882
Kasimpasa,T1,Turkey,Kasimpasa,success,stadium_coordinates,39.9733957,41.6691899
Kayserispor,T1,Turkey,Kayserispor,success,stadium_coordinates,38.7656367,35.4592488
Kocaelispor,T1,Turkey,Kocaelispor,success,stadium_coordinates,40.7556968,30.0130024
Konyaspor,T1,Turkey,Konyaspor,success,stadium_coordinates,37.9461978,32.4867282
Manisaspor,T1,Turkey,Manisaspor,success,stadium_coordinates,38.623006,27.439933
Mersin Idman Yurdu,T1,Turkey,Yurdu,success,stadium_coordinates,36.7802711,34.6022692
Orduspor,T1,Turkey,Orduspor,success,stadium_coordinates,40.982222,37.878333
Osmanlispor,T1,Turkey,Osmanlispor,success,stadium_coordinates,39.9519599,32.7323364
Pendikspor,T1,Turkey,Pendikspor,success,stadium_coordinates,40.887636,29.2276524
Rizespor,T1,Turkey,Rizespor,success,stadium_coordinates,41.0466289,40.5874538
Samsunspor,T1,Turkey,Samsunspor,success,stadium_coordinates,41.276854,36.3558754
Sivasspor,T1,Turkey,Sivasspor,success,stadium_coordinates,39.7303685,36.9859944
Trabzonspor,T1,Turkey,Trabzonspor,success,stadium_coordinates,40.895672,29.166289
Umraniyespor,T1,Turkey,Umraniyespor,success,stadium_coordinates,41.05889,29.10944
Yeni Malatyaspor,T1,Turkey,Malatyaspor,success,stadium_coordinates,38.352178,38.330494
